ID,Days,Vessel,VesselType,Year,Month,Day,Date,DayOfWeek,Latitude,Longitude,Slaves embarked,Slaves died on coast,Slaves began MP,Slaves disembarked,Slaves alive,Slave men deaths,Slave women deaths,Total slave adult deaths,Slave boy deaths,Slave girl deaths,Total slave child deaths,Slave deaths of unkown gender and age,Total slave deaths,Slave births,Archive,Document
462,35,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,7,1,17690701,Saturday,-0.63,-35.32,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
463,36,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,7,2,17690702,Sunday,-0.22,-37.49,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
464,37,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,7,3,17690703,Monday,0.05,-39.93,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
465,38,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,7,4,17690704,Tuesday,0.7,-42.54,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
466,39,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,7,5,17690705,Wednesday,1.36,-44.92,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
467,40,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,7,6,17690706,Thursday,2,-47.17,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
468,41,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,7,7,17690707,Friday,2.72,-49.65,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
469,42,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,7,8,17690708,Saturday,4,-50.8,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
470,43,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,7,9,17690709,Sunday,5.46,-52.11,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
471,44,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,7,10,17690710,Monday,7.06,-53.84,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
472,45,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,7,11,17690711,Tuesday,6.25,-55,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
473,46,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,7,12,17690712,Wednesday,5.7035,-53.1409,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
474,47,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,7,13,17690713,Thursday,5.8597,-53.9053,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
475,48,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,7,14,17690714,Friday,6.0601,-54.4996,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
476,49,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,7,15,17690715,Saturday,5.9856,-55.1967,,,,,,,,,,,,1,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
477,50,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,7,16,17690716,Sunday,5.918,-55.1697,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
478,51,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,7,17,17690717,Monday,5.92,-55.15,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
479,52,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,7,18,17690718,Tuesday,5.8849,-55.1004,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
480,1,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,1,16,17710116,Wednesday,5.08,-1.3046,,,254,,254,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
481,2,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,1,17,17710117,Thursday,4.85,-0.69,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
482,3,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,1,18,17710118,Friday,4.76,-0.165,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
483,4,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,1,19,17710119,Saturday,4.7352,0.4395,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
484,5,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,1,20,17710120,Sunday,4.685,1.219,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
485,6,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,1,21,17710121,Monday,4.5833,2.0667,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
486,7,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,1,22,17710122,Tuesday,4.1167,2.0667,,,,,253,,,,1,,1,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
487,8,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,1,23,17710123,Wednesday,3.8,2.0667,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
488,9,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,1,24,17710124,Thursday,3.7333,2.2833,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
489,10,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,1,25,17710125,Friday,3.7333,2.15,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
490,11,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,1,26,17710126,Saturday,3.6833,2.3167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
491,12,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,1,27,17710127,Sunday,3.7333,2.0667,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
492,13,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,1,28,17710128,Monday,3.7,1.9833,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
493,14,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,1,29,17710129,Tuesday,3.6333,1.55,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
494,15,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,1,30,17710130,Wednesday,3.5,1.9667,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
495,16,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,1,31,17710131,Thursday,3.4,2.1333,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
496,17,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,2,1,17710201,Friday,3.4,2.3,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
497,18,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,2,2,17710202,Saturday,2.9167,1.8,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
498,19,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,2,3,17710203,Sunday,2.8167,1.4833,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
499,20,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,2,4,17710204,Monday,2.7667,1.4833,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
500,21,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,2,5,17710205,Tuesday,2.6833,0.7,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
501,22,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,2,6,17710206,Wednesday,2.3667,-0.35,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
502,23,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,2,7,17710207,Thursday,2.2,-1.2,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
503,24,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,2,8,17710208,Friday,2.1833,-1.8,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
504,25,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,2,9,17710209,Saturday,2.3833,-2.8,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
505,26,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,2,10,17710210,Sunday,2.1833,-3.8,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
506,27,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,2,11,17710211,Monday,2.2,-4.9,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
507,28,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,2,12,17710212,Tuesday,2.3167,-6.1333,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
508,29,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,2,13,17710213,Wednesday,2.2167,-7.1833,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
509,30,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,2,14,17710214,Thursday,2.3833,-8.1,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
510,31,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,2,15,17710215,Friday,2.3,-9.2667,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
511,32,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,2,16,17710216,Saturday,2.5667,-10.3833,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
512,33,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,2,17,17710217,Sunday,2.6667,-11.3,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
513,34,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,2,18,17710218,Monday,2.8,-12.3,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
514,35,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,2,19,17710219,Tuesday,2.4667,-13.8,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
515,36,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,2,20,17710220,Wednesday,2.3667,-14.35,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
516,37,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,2,21,17710221,Thursday,1.9167,-15.6167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
517,38,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,2,22,17710222,Friday,2.2,-16.7333,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
518,39,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,2,23,17710223,Saturday,2.4,-17.7667,,,,,252,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
519,40,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,2,24,17710224,Sunday,2.4667,-19,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
520,41,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,2,25,17710225,Monday,2.1167,-21.15,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
521,42,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,2,26,17710226,Tuesday,1.9667,-23.1167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
522,43,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,2,27,17710227,Wednesday,1.9667,-24.0333,,,,,251,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
523,44,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,2,28,17710228,Thursday,2.1,-25.2,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
524,45,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,3,1,17710301,Friday,2.4333,-25.5833,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
525,46,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,3,2,17710302,Saturday,2.4833,-26.1167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
526,47,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,3,3,17710303,Sunday,2.33,-26.79,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
527,48,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,3,4,17710304,Monday,2.47,-27.34,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
528,49,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,3,5,17710305,Tuesday,2.52,-28.48,,,,,250,,,,1,,1,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
529,50,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,3,6,17710306,Wednesday,2.38,-30.02,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
530,51,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,3,7,17710307,Thursday,2.26,-31.7,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
531,52,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,3,8,17710308,Friday,2.69,-33.21,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
532,53,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,3,9,17710309,Saturday,2.63,-34.62,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
533,54,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,3,10,17710310,Sunday,2.73,-35.62,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
534,55,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,3,11,17710311,Monday,2.82,-36.3,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
535,56,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,3,12,17710312,Tuesday,3.82,-38.14,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
536,57,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,3,13,17710313,Wednesday,3.91,-39.62,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
537,58,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,3,14,17710314,Thursday,4.29,-41.4,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
538,59,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,3,15,17710315,Friday,4.57,-42.77,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
539,60,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,3,16,17710316,Saturday,4.33,-44.45,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
540,61,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,3,17,17710317,Sunday,4.3,-46.26,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
541,62,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,3,18,17710318,Monday,4.24,-48,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
542,63,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,3,19,17710319,Tuesday,4.34,-49.74,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
543,64,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,3,20,17710320,Wednesday,4.76,-51.47,,,,,249,,,,,,,1,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
544,65,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,3,21,17710321,Thursday,5.48,-52.26,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
545,66,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,3,22,17710322,Friday,5.75,-52.6,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
546,67,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,3,23,17710323,Saturday,6.2,-53.33,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
547,68,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,3,24,17710324,Sunday,5.75,-52.6,,,,,248,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
548,69,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,3,25,17710325,Monday,5.1127,-52.2126,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
549,70,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,3,26,17710326,Tuesday,5.3275,-52.586,,,,,247,,1,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
550,71,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,3,27,17710327,Wednesday,5.64,-52.989,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
551,72,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,3,28,17710328,Thursday,5.788,-53.41,,,,,246,,1,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
552,73,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,3,29,17710329,Friday,5.9608,-53.9458,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
553,74,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,3,30,17710330,Saturday,6.075,-55.0195,,,,,244,1,1,2,,,,,2,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
554,75,Nieuwe_Hoop_B,Snauw (Snow-Brig),1771,3,31,17710331,Sunday,5.9142,-55.15,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_842
555,1,Nieuwe_Hoop_C,Snauw (Snow-Brig),1779,11,5,17791105,Friday,5.083,-1.3377,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_858
556,2,Nieuwe_Hoop_C,Snauw (Snow-Brig),1779,11,6,17791106,Saturday,4.603,0.5054,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_858
557,3,Nieuwe_Hoop_C,Snauw (Snow-Brig),1779,11,7,17791107,Sunday,4.2167,2.6,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_858
558,4,Nieuwe_Hoop_C,Snauw (Snow-Brig),1779,11,8,17791108,Monday,4.85,3.1667,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_858
559,5,Nieuwe_Hoop_C,Snauw (Snow-Brig),1779,11,9,17791109,Tuesday,4.55,3.0667,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_858
560,6,Nieuwe_Hoop_C,Snauw (Snow-Brig),1779,11,10,17791110,Wednesday,4.4,3.0667,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_858
561,7,Nieuwe_Hoop_C,Snauw (Snow-Brig),1779,11,11,17791111,Thursday,4.25,2.85,,,,,,,1,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_858
562,8,Nieuwe_Hoop_C,Snauw (Snow-Brig),1779,11,12,17791112,Friday,3.0667,2.8667,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_858
563,9,Nieuwe_Hoop_C,Snauw (Snow-Brig),1779,11,13,17791113,Saturday,4.15,2.8167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_858
564,10,Nieuwe_Hoop_C,Snauw (Snow-Brig),1779,11,14,17791114,Sunday,4.0167,3.2167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_858
565,11,Nieuwe_Hoop_C,Snauw (Snow-Brig),1779,11,15,17791115,Monday,3.5667,3.7,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_858
566,12,Nieuwe_Hoop_C,Snauw (Snow-Brig),1779,11,16,17791116,Tuesday,3.1833,4.0333,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_858
567,13,Nieuwe_Hoop_C,Snauw (Snow-Brig),1779,11,17,17791117,Wednesday,2.5167,4.4667,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_858
568,14,Nieuwe_Hoop_C,Snauw (Snow-Brig),1779,11,18,17791118,Thursday,2.25,3.9667,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_858
569,15,Nieuwe_Hoop_C,Snauw (Snow-Brig),1779,11,19,17791119,Friday,2.0333,3.0333,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_858
570,16,Nieuwe_Hoop_C,Snauw (Snow-Brig),1779,11,20,17791120,Saturday,1.8833,2.3167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_858
571,17,Nieuwe_Hoop_C,Snauw (Snow-Brig),1779,11,21,17791121,Sunday,1.8833,1.7667,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_858
572,18,Nieuwe_Hoop_C,Snauw (Snow-Brig),1779,11,22,17791122,Monday,2.0667,1.5167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_858
573,19,Nieuwe_Hoop_C,Snauw (Snow-Brig),1779,11,23,17791123,Tuesday,1.85,1.7333,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_858
574,20,Nieuwe_Hoop_C,Snauw (Snow-Brig),1779,11,24,17791124,Wednesday,2,1.2333,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_858
575,21,Nieuwe_Hoop_C,Snauw (Snow-Brig),1779,11,25,17791125,Thursday,1.6333,0.5167,,,,,,,,,1,,1,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_858
576,22,Nieuwe_Hoop_C,Snauw (Snow-Brig),1779,11,26,17791126,Friday,1.9833,-0.4167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_858
577,23,Nieuwe_Hoop_C,Snauw (Snow-Brig),1779,11,27,17791127,Saturday,1.9333,-1.1167,,,,,,,,,1,,1,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_858
578,24,Nieuwe_Hoop_C,Snauw (Snow-Brig),1779,11,28,17791128,Sunday,1.9833,-2.1167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_858
579,25,Nieuwe_Hoop_C,Snauw (Snow-Brig),1779,11,29,17791129,Monday,1.9333,-2.9667,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_858
580,26,Nieuwe_Hoop_C,Snauw (Snow-Brig),1779,11,30,17791130,Tuesday,1.9333,-4.0333,,,,,,,1,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_858
581,27,Nieuwe_Hoop_C,Snauw (Snow-Brig),1779,12,1,17791201,Wednesday,1.8,-4.9833,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_858
582,28,Nieuwe_Hoop_C,Snauw (Snow-Brig),1779,12,2,17791202,Thursday,1.45,-6.25,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_858
583,29,Nieuwe_Hoop_C,Snauw (Snow-Brig),1779,12,3,17791203,Friday,1.1167,-7.6167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_858
584,30,Nieuwe_Hoop_C,Snauw (Snow-Brig),1779,12,4,17791204,Saturday,1,-8.9167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_858
585,31,Nieuwe_Hoop_C,Snauw (Snow-Brig),1779,12,5,17791205,Sunday,0.8333,-10.5167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_858
586,32,Nieuwe_Hoop_C,Snauw (Snow-Brig),1779,12,6,17791206,Monday,0.8,-12.05,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_858
587,33,Nieuwe_Hoop_C,Snauw (Snow-Brig),1779,12,7,17791207,Tuesday,0.8333,-13.5167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_858
588,34,Nieuwe_Hoop_C,Snauw (Snow-Brig),1779,12,8,17791208,Wednesday,0.5667,-15.15,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_858
589,35,Nieuwe_Hoop_C,Snauw (Snow-Brig),1779,12,9,17791209,Thursday,0.8667,-16.8833,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_858
590,36,Nieuwe_Hoop_C,Snauw (Snow-Brig),1779,12,10,17791210,Friday,0.9333,-18.5167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_858
591,37,Nieuwe_Hoop_C,Snauw (Snow-Brig),1779,12,11,17791211,Saturday,1.7667,-20.05,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_858
592,38,Nieuwe_Hoop_C,Snauw (Snow-Brig),1779,12,12,17791212,Sunday,1.7667,-22.06,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_858
593,39,Nieuwe_Hoop_C,Snauw (Snow-Brig),1779,12,13,17791213,Monday,2.1,-24.06,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_858
594,40,Nieuwe_Hoop_C,Snauw (Snow-Brig),1779,12,14,17791214,Tuesday,2.05,-26.25,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_858
595,41,Nieuwe_Hoop_C,Snauw (Snow-Brig),1779,12,15,17791215,Wednesday,2.05,-28.15,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_858
596,42,Nieuwe_Hoop_C,Snauw (Snow-Brig),1779,12,16,17791216,Thursday,1.6667,-30,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_858
597,43,Nieuwe_Hoop_C,Snauw (Snow-Brig),1779,12,17,17791217,Friday,1.7333,-32.03,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_858
